0,Diplomatisches Corps,BRD
1,Präsident des Deutschen Bundestages,BRD
A,Augsburg,Bayern
AA,Aalen Ostalbkreis,Baden-Württemberg
AB,Aschaffenburg,Bayern
ABG,Altenburger Land,Thüringen
ABI,Anhalt-Bitterfeld / Köthen,Sachsen-Anhalt
AC,Aachen,Nordrhein-Westfalen
AE,Auerbach,Sachsen
AH,Ahaus,Nordrhein-Westfalen
AIB,Bad Aibling,Bayern
AIC,Aichach-Friedberg,Bayern
AK,Altenkirchen/Westerwald,Rheinland-Pfalz
AL,Altena,Nordrhein-Westfalen
ALF,Alfeld,Niedersachsen
ALS,Alsfeld,Hessen
ALZ,Alzenau,Bayern
AM,Amberg,Bayern
AN,Ansbach,Bayern
ANA,Annaberg,Sachsen
ANG,Angermünde,Brandenburg
ANK,Anklam,Mecklenburg-Vorpommern
AÖ,Altötting,Bayern
AP,Apolda - Weimarer Land,Thüringen
APD,Apolda,Thüringen
AR,Arnsberg,Nordrhein-Westfalen
ARN,Arnstadt,Thüringen
ART,Artern,Thüringen
AS,Amberg-Sulzbach,Bayern
ASD,Aschendorf,Niedersachsen
ASL,Aschersleben,Sachsen-Anhalt
ASZ,Aue-Schwarzenberg,Sachsen
AT,Altentreptow,Mecklenburg-Vorpommern
AU,Aue,Sachsen
AUR,Aurich,Niedersachsen
AW,Bad Neuenahr-Ahrweiler,Rheinland-Pfalz
AZ,Alzey-Worms,Rheinland-Pfalz
AZE,Anhalt-Zerbst,Sachsen-Anhalt
B,Berlin,Berlin
BA,Bamberg,Bayern
BAD,Baden-Baden,Baden-Württemberg
BAR,Barnim,Brandenburg
BB,Böblingen,Baden-Württemberg
BBG,Bernburg,Sachsen-Anhalt
BBL,Landesregierung und Landtag,Brandenburg
BC,Biberach/Riß,Baden-Württemberg
BCH,Buchen,Baden-Württemberg
BD,Bundestag / Bundesrat / Bundesregierung,BRD
BE,Beckum,Nordrhein-Westfalen
BED,Brand-Erbisdorf,Sachsen
BEI,Beilngries,Bayern
BEL,Belzig,Brandenburg
BER,Bernau bei Berlin,Brandenburg
BF,Burgsteinfurt,Nordrhein-Westfalen
BG,Bundesgrenzschutz,BRD
BGD,Berchtesgaden,Bayern
BGL,Berchtesgadener Land,Bayern
BH,Bühl,Baden-Württemberg
BI,Bielefeld,Nordrhein-Westfalen
BID,Biedenkopf,Hessen
BIN,Bingen,Rheinland-Pfalz
BIR,Birkenfeld/Nahe und Idar-Oberstein,Rheinland-Pfalz
BIT,Bitburg-Prüm,Rheinland-Pfalz
BIW,Bischofswerda,Sachsen
BK,Börde / Haldensleben,Sachsen-Anhalt
BKS,Bernkastel-Kues,Rheinland-Pfalz
BL,Zollernalbkreis / Balingen,Baden-Württemberg
BLB,Bad Berleburg,Nordrhein-Westfalen
BLK,Burgenlandkreis,Sachsen-Anhalt
BM,Rhein-Erft-Kreis / Bergheim,Nordrhein-Westfalen
BN,Bonn,Nordrhein-Westfalen
BNA,Borna,Sachsen
BO,Bochum,Nordrhein-Westfalen
BÖ,Bördekreis-Oschersleben,Sachsen-Anhalt
BOR,Borken / Ahaus,Nordrhein-Westfalen
BOT,Bottrop,Nordrhein-Westfalen
BOG,Bogen,Bayern
BOH,Bocholt,Nordrhein-Westfalen
BP,Bundespolizei,BRD
BR,Bruchsal,Baden-Württemberg
BRA,Wesermarsch / Brake,Niedersachsen
BRB,Brandenburg,Brandenburg
BRG,Burg,Sachsen-Anhalt
BRI,Brilon,Nordrhein-Westfalen
BRK,Bad Brückenau,Bayern
BRL,Braunlage,Niedersachsen
BRV,Bremervörde,Niedersachsen
BS,Braunschweig,Niedersachsen
BSB,Bersenbrück,Niedersachsen
BSK,Beeskow,Brandenburg
BT,Bayreuth,Bayern
BTF,Bitterfeld,Sachsen-Anhalt
BU,Burgdorf,Niedersachsen
BUL,Burglengenfeld,Bayern
BÜD,Büdingen,Hessen
BÜR,Büren,Nordrhein-Westfalen
BÜS,Büsingen am Hochrhein,Baden-Württemberg
BÜZ,Bützow,Mecklenburg-Vorpommern
BW,Bundes-Wasser- und Schiffahrtsverwaltung,BRD
BWL,Landesregierung und Landtag,Baden-Württemberg
BYL,Landesregierung und Landtag,Bayern
BZ,Bautzen,Sachsen
BZA,Bergzabern,Rheinland-Pfalz
C,Chemnitz,Sachsen
CA,Calau,Brandenburg
CAS,Castrop-Rauxel,Nordrhein-Westfalen
CB,Cottbus,Brandenburg
CE,Celle,Niedersachsen
CHA,Cham/Oberpfalz,Bayern
CLP,Cloppenburg,Niedersachsen
CLZ,Clausthal-Zellerfeld,Niedersachsen
CO,Coburg,Bayern
COC,Cochem-Zell/Mosel,Rheinland-Pfalz
COE,Coesfeld/Westfalen,Nordrhein-Westfalen
CUX,Cuxhaven,Niedersachsen
CR,Crailsheim,Baden-Württemberg
CW,Calw,Baden-Württemberg
D,Düsseldorf,Nordrhein-Westfalen
DA,Darmstadt-Dieburg,Hessen
DAH,Dachau,Bayern
DAN,Lüchow-Dannenberg,Niedersachsen
DAU,Daun,Rheinland-Pfalz
DB,Deutsche Bahn,BRD
DBR,Bad Doberan,Mecklenburg-Vorpommern
DD,Dresden,Sachsen
DE,Dessau,Sachsen-Anhalt
DEG,Deggendorf,Bayern
DEL,Delmenhorst,Niedersachsen
DGF,Dingolfing-Landau,Bayern
DH,Diepholz-Syke,Niedersachsen
DI,Dieburg,Hessen
DIN,Dinslaken,Nordrhein-Westfalen
DIL,Dillenburg,Hessen
DIZ,Diez,Rheinland-Pfalz
DKB,Dinkelsbühl,Bayern
DL,Döbeln,Sachsen
DLG,Dillingen/Donau,Bayern
DM,Demmin,Mecklenburg-Vorpommern
DN,Düren,Nordrhein-Westfalen
DO,Dortmund,Nordrhein-Westfalen
DON,Donau-Ries / Donauwörth,Bayern
DS,Dahme-Spreewald,Brandenburg
DT,Detmold,Nordrhein-Westfalen
DU,Duisburg,Nordrhein-Westfalen
DUD,Duderstadt,Niedersachsen
DÜW,Bad Dürkheim / Neustadt/Weinstraße,Rheinland-Pfalz
DW,Dippoldiswalde-Weißeritzkreis,Sachsen
DZ,Delitzsch,Sachsen
E,Essen,Nordrhein-Westfalen
EA,Eisenach,Thüringen
EB,Eilenburg,Sachsen
EBE,Ebersberg,Bayern
EBN,Ebern,Bayern
EBS,Ebermannstadt,Bayern
ECK,Eckenförde,Schleswig-Holstein
ED,Erding,Bayern
EE,Elbe-Elster,Brandenburg
EF,Erfurt,Thüringen
EG,Eggenfelden,Bayern
EH,Eisenhüttenstadt,Brandenburg
EHI,Ehingen,Baden-Württemberg
EI,Eichstätt,Bayern
EIH,Eichstätt,Bayern
EIC,Eichsfeld,Thüringen
EIL,Eisleben,Sachsen-Anhalt
EIN,Einbeck,Niedersachsen
EIS,Eisenberg,Thüringen
EL,Emsland / Meppen,Niedersachsen
EM,Emmendingen,Baden-Württemberg
EMD,Emden,Niedersachsen
EMS,Rhein-Lahn-Kreis / Bad Ems,Rheinland-Pfalz
EN,Ennepe-Ruhr-Kreis / Schwelm,Nordrhein-Westfalen
ER,Erlangen/Stadt,Bayern
ERB,Odenwaldkreis / Erbach,Hessen
ERH,Erlangen-Höchstadt,Bayern
ERK,Erkelenz,Nordrhein-Westfalen
ERZ,Erzgebirgskreis,Sachsen
ES,Esslingen/Neckar,Baden-Württemberg
ESA,Eisenach,Thüringen
ESB,Eschenbach / Oberpfalz,Bayern
ESW,Werra-Meißner-Kreis / Eschwege,Hessen
EU,Euskirchen,Nordrhein-Westfalen
EUT,Eutin,Schleswig-Holstein
EW,Eberswalde,Brandenburg
F,Frankfurt/Main,Hessen
FAL,Fallingbostel,Niedersachsen
FB,Wetteraukreis / Friedberg,Hessen
FD,Fulda,Hessen
FDB,Friedberg,Bayern
FDS,Freudenstadt,Baden-Württemberg
FEU,Feuchtwangen,Bayern
FF,Frankfurt/Oder,Brandenburg
FFB,Fürstenfeldbruck,Bayern
FG,Freiberg/Sachsen,Sachsen
FH,Frankfurt-Höchst,Hessen
FI,Finsterwalde,Brandenburg
FKB,Frankenberg,Hessen
FL,Flensburg,Schleswig-Holstein
FLÖ,Flöha,Sachsen
FN,Bodenseekreis / Friedrichshafen,Baden-Württemberg
FO,Forchheim,Bayern
FOR,Forst,Brandenburg
FR,Freiburg/Breisgau,Baden-Württemberg
FRG,Freyung-Grafenau,Bayern
FRI,Friesland / Jever,Niedersachsen
FRW,Bad Freienwalde,Brandenburg
FS,Freising,Bayern
FT,Frankenthal/Pfalz,Rheinland-Pfalz
FTL,Freital,Sachsen
FÜ,Fürth,Bayern
FÜS,Füssen,Bayern
FW,Fürstenwalde,Brandenburg
FZ,Fritzlar,Hessen
G,Gera,Thüringen
GA,Gardelegen,Sachsen-Anhalt
GAN,Gandersheim,Niedersachsen
GAP,Garmisch-Partenkirchen,Bayern
GC,Glauchau - Chemnitzer Land,Sachsen
GD,Schwäbisch Gmünd,Baden-Württemberg
GDB,Gadebusch,Mecklenburg-Vorpommern
GE,Gelsenkirchen,Nordrhein-Westfalen
GEL,Geldern,Nordrhein-Westfalen
GEM,Gemünden am Main,Bayern
GEO,Gerolzhofen,Bayern
GER,Germersheim,Rheinland-Pfalz
GF,Gifhorn,Niedersachsen
GG,Groß-Gerau,Hessen
GHA,Geithain,Sachsen
GHC,Gräfenhainichen,Sachsen-Anhalt
GI,Gießen,Hessen
GK,Geilenkirchen,Nordrhein-Westfalen
GL,Rheinisch-Bergischer Kreis / Bergisch Gladbach,Nordrhein-Westfalen
GLA,Gladbeck,Nordrhein-Westfalen
GM,Oberbergischer Kreis / Gummersbach,Nordrhein-Westfalen
GMN,Grimmen,Mecklenburg-Vorpommern
GN,Gelnhausen,Hessen
GNT,Genthin,Sachsen-Anhalt
GOA,Sankt Goar,Rheinland-Pfalz
GOH,Sankt Goarshausen,Rheinland-Pfalz
GÖ,Göttingen,Niedersachsen
GP,Göppingen,Baden-Württemberg
GR,Görlitz,Sachsen
GRA,Grafenau,Bayern,
GRH,Grossenhain,Sachsen
GRI,Griesbach im Rottal,Bayern
GRM,Grimma,Sachsen
GRS,Gransee,Brandenburg
GRZ,Greiz,Thüringen
GS,Goslar,Niedersachsen
GT,Gütersloh / Rheda-Wiedenbrück,Nordrhein-Westfalen
GTH,Gotha,Thüringen
GÜ,Güstrow,Mecklenburg-Vorpommern
GUB,Guben,Brandenburg
GUN,Gunzenhausen,Bayern
GV,Grevenbroich,Nordrhein-Westfalen
GVM,Grevesmühlen,Mecklenburg-Vorpommern
GW,Greifswald/Landkreis,Mecklenburg-Vorpommern
GZ,Günzburg,Bayern
H,Hannover,Niedersachsen
HA,Hagen/Westfalen,Nordrhein-Westfalen
HAL,Halle/Saale,Sachsen-Anhalt
HAM,Hamm/Westfalen,Nordrhein-Westfalen
HAS,Haßberge / Haßfurt,Bayern
HB,Hansestadt Bremen und Bremerhaven,Bremen
HBN,Hildburghausen,Thüringen
HBS,Halberstadt,Sachsen-Anhalt
HC,Hainichen,Sachsen
HD,Rhein-Neckar-Kreis und Heidelberg,Baden-Württemberg
HDH,Heidenheim/Brenz,Baden-Württemberg
HDL,Haldensleben,Sachsen-Anhalt
HE,Helmstedt,Niedersachsen
HEF,Bad Hersfeld-Rotenburg,Hessen
HEI,Dithmarschen / Heide/Holstein,Schleswig-Holstein
HEL,Landesregierung und Landtag,Hessen
HER,Herne,Nordrhein-Westfalen
HET,Hettstedt,Sachsen-Anhalt
HF,Herford / Kirchlengern,Nordrhein-Westfalen
HG,Hochtaunuskreis / Bad Homburg v.d.H.,Hessen
HGN,Hagenow,Mecklenburg-Vorpommern
HGW,Hansestadt Greifswald,Mecklenburg-Vorpommern
HH,Hansestadt Hamburg,Hamburg
HHM,Hohenmölsen,Sachsen-Anhalt
HI,Hildesheim,Niedersachsen
HIG,Heiligenstadt,Thüringen
HL,Hansestadt Lübeck,Schleswig-Holstein
HM,Hameln-Pyrmont,Niedersachsen
HN,Heilbronn/Neckar,Baden-Württemberg
HO,Hof/Saale,Bayern
HOL,Holzminden,Niedersachsen
HOM,Saarland-Pfalz-Kreis / Homburg/Saarland,Saarland
HOT,Hohenstein-Ernstthal,Sachsen
HP,Bergstraße / Heppenheim,Hessen
HR,Schwalm-Eder-Kreis / Homberg,Hessen
HRO,Hansestadt Rostock,Mecklenburg-Vorpommern
HS,Heinsberg,Nordrhein-Westfalen
HSK,Hochsauerlandkreis / Meschede,Nordrhein-Westfalen
HST,Hansestadt Stralsund,Mecklenburg-Vorpommern
HU,Hanau,Hessen
HV,Havelberg,Sachsen-Anhalt
HVL,Havelland,Brandenburg
HWI,Hansestadt Wismar,Mecklenburg-Vorpommern
HX,Höxter,Nordrhein-Westfalen
HY,Hoyerswerda,Sachsen
HZ,Herzberg,Brandenburg
IGB,St. Ingbert,Saarland
IK,Ilm-Kreis,Thüringen
IL,Ilmenau,Thüringen
IN,Ingolstadt/Donau,Bayern
IZ,Itzehoe,Schleswig-Holstein
J,Jena,Thüringen
JB,Jüterbog,Brandenburg
JE,Jessen,Sachsen-Anhalt
JL,Jerichower Land / Burg,Sachsen-Anhalt
K,Köln,Nordrhein-Westfalen
KA,Karlsruhe,Baden-Württemberg
KB,Waldeck-Frankenberg / Korbach,Hessen
KC,Kronach,Bayern
KE,Kempten/Allgäu,Bayern
KEH,Kelheim,Bayern
KF,Kaufbeuren,Bayern
KG,Bad Kissingen,Bayern
KH,Bad Kreuznach,Rheinland-Pfalz
KI,Kiel,Schleswig-Holstein
KIB,Donnersberg-Kreis / Kirchheimbolanden,Rheinland-Pfalz
KL,Kaiserslautern,Rheinland-Pfalz
KLE,Kleve,Nordrhein-Westfalen
KLZ,Klötze,Sachsen-Anhalt
KM,Kamenz,Sachsen
KN,Konstanz,Baden-Württemberg
KO,Koblenz,Rheinland-Pfalz
KÖT,Köthen,Sachsen-Anhalt
KR,Krefeld,Nordrhein-Westfalen
KS,Kassel,Hessen
KT,Kitzingen,Bayern
KU,Kulmbach,Bayern
KÜN,Hohenlohe-Kreis / Künzelsau,Baden-Württemberg
KUS,Kusel,Rheinland-Pfalz
KW,Königs-Wusterhausen,Brandenburg
KY,Kyritz,Brandenburg
KYF,Kyffhäuserkreis,Thüringen
L,Leipzig,Sachsen
LA,Landshut,Bayern
LAU,Nürnberger Land / Lauf/Pegnitz,Bayern
LB,Ludwigsburg,Baden-Württemberg
LBS,Lobenstein,Thüringen
LBZ,Lübz,Mecklenburg-Vorpommern
LC,Luckau,Sachsen
LD,Landau/Pfalz,Rheinland-Pfalz
LDK,Lahn-Dill-Kreis / Wetzlar,Hessen
LDS,Dahme-Spreewald,Brandenburg
LER,Leer/Ostfriesland,Niedersachsen
LEV,Leverkusen,Nordrhein-Westfalen
LG,Lüneburg,Niedersachsen
LI,Lindau/Bodensee,Bayern
LIB,Bad Liebenwerda,Brandenburg
LIF,Lichtenfels,Bayern
LIP,Lippe / Detmold,Nordrhein-Westfalen
LL,Landsberg/Lech,Bayern
LM,Limburg-Weilburg/Lahn,Hessen
LN,Lübben,Brandenburg
LÖ,Lörrach,Baden-Württemberg
LÖB,Löbau,Sachsen
LOS,Oder-Spree-Kreis Beeskow,Brandenburg
LSA,Landesregierung und Landtag,Sachsen-Anhalt
LSN,Landesregierung und Landtag,Sachsen
LSZ,Bad Langensalza,Thüringen
LU,Ludwigshafen/Rhein,Rheinland-Pfalz
LUK,Luckenwalde,Brandenburg
LWL,Ludwigslust,Mecklenburg-Vorpommern
M,München,Bayern
MA,Mannheim,Baden-Württemberg
MAB,Marienberg,Sachsen
MB,Miesbach,Bayern
MC,Malchin,Mecklenburg-Vorpommern
MD,Magdeburg,Sachsen-Anhalt
ME,Mettmann,Nordrhein-Westfalen
MEI,Meißen,Sachsen
MEK,Mittlerer Erzgebirgskreis,Sachsen
MER,Merseburg,Sachsen-Anhalt
MG,Mönchengladbach,Nordrhein-Westfalen
MGN,Meiningen,Thüringen
MH,Mülheim/Ruhr,Nordrhein-Westfalen
MHL,Mühlhausen,Thüringen
MI,Minden-Lübbecke/Westfalen,Nordrhein-Westfalen
MIL,Miltenberg,Bayern
MK,Märkischer Kreis / Lüdenscheid,Nordrhein-Westfalen
MKK,Main-Kinzig-Kreis,Hessen
ML,Mansfelder Land,Sachsen-Anhalt
MM,Memmingen,Bayern
MN,Unterallgäu / Mindelheim,Bayern
MOL,Märkisch-Oderland,Brandenburg
MOS,Neckar-Odenwald-Kreis / Mosbach,Baden-Württemberg
MQ,Merseburg-Querfurt,Sachsen-Anhalt
MR,Marburg-Biedenkopf/Lahn,Hessen
MS,Münster/Westfalen,Nordrhein-Westfalen
MSH,Mansfeld-Südharz / Sangerhausen,Sachsen-Anhalt
MSP,Main-Spessart-Kreis / Karlstadt,Bayern
MST,Mecklenburg-Strelitz,Mecklenburg-Vorpommern
MTK,Main-Taunus-Kreis / Hofheim,Hessen
MÜ,Mühldorf am Inn,Bayern
MÜR,Müritz,Mecklenburg-Vorpommern
MVL,Landesregierung und Landtag,Mecklenburg-Vorpommern
MW,Mittweida,Sachsen
MYK,Mayen-Koblenz,Rheinland-Pfalz
MZ,Mainz-Bingen und Mainz,Rheinland-Pfalz
MZG,Merzig-Wadern,Saarland
N,Nürnberg,Bayern
NAU,Nauen,Brandenburg
NB,Neubrandenburg,Mecklenburg-Vorpommern
ND,Neuburg-Schrobenhausen/Donau,Bayern
NDH,Nordhausen,Thüringen
NE,Neuss,Nordrhein-Westfalen
NEA,Neustadt-Bad Windsheim / Aisch,Bayern
NEB,Nebra/Unstrut,Sachsen-Anhalt
NES,Rhön-Grabfeld / Bad Neustadt/Saale,Bayern
NEW,Neustadt/Waldnaab,Bayern
NF,Nordfriesland / Husum,Schleswig-Holstein
NH,Neuhaus/Rennsteig,Thüringen
NI,Nienburg/Weser,Niedersachsen
NK,Neunkirchen/Saarland,Saarland
NL,Landesregierung und Landtag,Niedersachsen
NM,Neumarkt/Oberpfalz,Bayern
NMB,Naumburg/Saale,Sachsen-Anhalt
NMS,Neumünster,Schleswig-Holstein
NOH,Grafschaft Bentheim / Nordhorn,Niedersachsen
NOL,Niederschlesischer Oberlausitzkreis,Sachsen
NOM,Northeim,Niedersachsen
NP,Neuruppin,Brandenburg
NR,Neuwied/Rhein,Rheinland-Pfalz
NRW,Landesregierung und Landtag,Nordrhein-Westfalen
NU,Neu-Ulm,Bayern
NVP,Nordvorpommern,Mecklenburg-Vorpommern
NW,Neustadt/Weinstraße,Rheinland-Pfalz
NWM,Nordwestmecklenburg,Mecklenburg-Vorpommern
NY,Niesky,Sachsen
NZ,Neustrelitz,Mecklenburg-Vorpommern
OA,Oberallgäu / Sonthofen,Bayern
OAL,Ostallgäu / Marktoberdorf,Bayern
OB,Oberhausen/Rheinland,Nordrhein-Westfalen
OBG,Osterburg,Sachsen-Anhalt
OC,Oschersleben,Sachsen-Anhalt
OD,Stormarn / Bad Oldesloe,Schleswig-Holstein
OE,Olpe,Nordrhein-Westfalen
OF,Offenbach/Main,Hessen
OG,Ortenaukreis / Offenburg,Baden-Württemberg
OH,Ostholstein / Eutin,Schleswig-Holstein
OHA,Osterode/Harz,Niedersachsen
OHV,Oranienburg Oberhavel,Brandenburg
OHZ,Osterholz-Scharmbeck,Niedersachsen
OK,Ohre-Kreis,Sachsen-Anhalt
OL,Oldenburg,Niedersachsen
OPR,Ostprignitz-Ruppin,Brandenburg
OR,Oranienburg,Brandenburg
OS,Osnabrück,Niedersachsen
OSL,Senftenberg - Oberspreewald-Lausitz,Brandenburg
OVL,Obervogtland / Klingenthal und Ölsnitz,Sachsen
OVP,Ostvorpommern,Mecklenburg-Vorpommern
OZ,Oschatz,Sachsen
P,Potsdam,Brandenburg
PA,Passau,Bayern
PAF,Pfaffenhofen/Ilm,Bayern
PAN,Rottal-Inn / Pfarrkirchen,Bayern
PB,Paderborn,Nordrhein-Westfalen
PCH,Parchim,Mecklenburg-Vorpommern
PE,Peine,Niedersachsen
PER,Perleberg,Brandenburg
PF,Pforzheim,Baden-Württemberg
PI,Pinneberg,Schleswig-Holstein
PIR,Pirna - Sächsische Schweiz,Sachsen
PK,Pritzwalk,Brandenburg
PL,Plauen,Sachsen
PLÖ,Plön/Holstein,Schleswig-Holstein
PM,Potsdam-Mittelmark / Bad Belzig,Brandenburg
PN,Pössneck,Thüringen
PR,Prignitz / Perleberg,Brandenburg
PS,Pirmasens,Rheinland-Pfalz
PW,Pasewalk,Mecklenburg-Vorpommern
PZ,Prenzlau,Brandenburg
QFT,Querfurt,Sachsen-Anhalt
QLB,Quedlinburg,Sachsen-Anhalt
R,Regensburg,Bayern
RA,Rastatt,Baden-Württemberg
RC,Reichenbach / Vogtland,Sachsen
RD,Rendsburg-Eckernförde,Schleswig-Holstein
RDG,Ribnitz-Damgarten,Mecklenburg-Vorpommern
RE,Recklinghausen / Marl,Nordrhein-Westfalen
REG,Regen / Bayr. Wald,Bayern
RG,Riesa-Großenhain,Sachsen
RH,Roth/Rednitz,Bayern
RIE,Riesa,Sachsen
RL,Rochlitz,Sachsen
RM,Röbel/Müritz,Mecklenburg-Vorpommern
RN,Rathenow,Brandenburg
RO,Rosenheim,Bayern
ROS,Rostock/Landkreis,Mecklenburg-Vorpommern
ROW,Rotenburg/Wümme,Niedersachsen
RP,Rhein-Pfalz-Kreis,Rheinland-Pfalz
RPL,Landesregierung und Landtag,Rheinland-Pfalz
RS,Remscheid,Nordrhein-Westfalen
RSL,Rosslau/Elbe,Sachsen-Anhalt
RT,Reutlingen,Baden-Württemberg
RU,Rudolstadt,Thüringen
RÜD,Rheingau-Taunus-Kreis / Rüdesheim,Hessen
RÜG,Rügen / Bergen,Mecklenburg-Vorpommern
RV,Ravensburg,Baden-Württemberg
RW,Rottweil,Baden-Württemberg
RZ,Herzogtum Lauenburg / Ratzeburg,Schleswig-Holstein
S,Stuttgart,Baden-Württemberg
SAD,Schwandorf,Bayern
SAL,Landesregierung und Landtag,Saarland
SAW,Altmarkkreis - Salzwedel,Sachsen-Anhalt
SB,Saarbrücken,Saarland
SBG,Strasburg,Mecklenburg-Vorpommern
SBK,Schönebeck/Elbe,Sachsen-Anhalt
SC,Schwabach,Bayern
SCZ,Schleiz,Thüringen
SDH,Sondershausen,Thüringen
SDL,Stendal,Sachsen-Anhalt
SDT,Schwedt/Oder,Brandenburg
SE,Bad Segeberg,Schleswig-Holstein
SEB,Sebnitz,Sachsen
SEE,Seelow,Brandenburg
SFA,Soltau-Fallingbostel,Niedersachsen
SFB,Senftenberg,Brandenburg
SFT,Stassfurt,Sachsen-Anhalt
SG,Solingen,Nordrhein-Westfalen
SGH,Sangerhausen,Sachsen-Anhalt
SH,Landesregierung und Landtag,Schleswig-Holstein
SHA,Schwäbisch Hall,Baden-Württemberg
SHG,Schaumburg / Stadthagen,Niedersachsen
SHK,Saale-Holzlandkreis,Thüringen
SHL,Suhl,Thüringen
SI,Siegen,Nordrhein-Westfalen
SIG,Sigmaringen,Baden-Württemberg
SIM,Rhein-Hunsrück-Kreis / Simmern,Rheinland-Pfalz
SK,Saalkreis / Halle,Sachsen-Anhalt
SL,Schleswig-Flensburg,Schleswig-Holstein
SLF,Saalfeld-Rudolstadt,Thüringen
SLK,Salzlandkreis / Bernburg,Sachsen-Anhalt
SLN,Schmölln,Thüringen
SLS,Saarlouis,Saarland
SLZ,Bad Salzungen,Thüringen
SM,Schmalkalden-Meiningen,Thüringen
SN,Schwerin,Mecklenburg-Vorpommern
SO,Soest,Nordrhein-Westfalen
SOK,Saale-Orla-Kreis,Thüringen
SÖM,Sömmerda,Thüringen
SON,Sonneberg,Thüringen
SP,Speyer,Rheinland-Pfalz
SPB,Spremberg,Brandenburg
SPN,Spree-Neiße,Brandenburg
SR,Straubing-Bogen,Bayern
SRB,Strausberg,Brandenburg
SRO,Stadtroda,Thüringen
ST,Steinfurt,Nordrhein-Westfalen
STA,Starnberg,Bayern
STB,Sternberg,Mecklenburg-Vorpommern
STD,Stade,Niedersachsen
STL,Stollberg,Sachsen
SU,Rhein-Sieg-Kreis / Siegburg,Nordrhein-Westfalen
SÜW,Südl. Weinstraße / Landau,Rheinland-Pfalz
SW,Schweinfurt,Bayern
SZ,Salzgitter,Niedersachsen
SZB,Schwarzenberg,Sachsen
TBB,Main-Tauber-Kreis / Tauberbischofsheim,Baden-Württemberg
TDO,Nordsachsen / Torgau-Delitzsch-Oschatz,Sachsen
TET,Teterow,Mecklenburg-Vorpommern
TF,Teltow-Fläming,Brandenburg
TG,Torgau,Sachsen
THL,Landesregierung und Landtag,Thüringen
THW,Technisches Hilfswerk,BRD
TIR,Tirschenreuth,Bayern
TO,Torgau-Oschatz,Sachsen
TÖL,Bad Tölz-Wolfratshausen,Bayern
TP,Templin/Uckermark,Brandenburg
TR,Trier-Saarburg,Rheinland-Pfalz
TS,Traunstein,Bayern
TÜ,Tübingen,Baden-Württemberg
TUT,Tuttlingen,Baden-Württemberg
UE,Uelzen,Niedersachsen
UEM,Ueckermünde,Mecklenburg-Vorpommern
UER,Uecker-Randow,Mecklenburg-Vorpommern
UH,Unstrut-Hainich-Kreis,Thüringen
UL,Alb-Donau-Kreis und Ulm,Baden-Württemberg
UM,Uckermark,Brandenburg
UN,Unna/Westfalen,Nordrhein-Westfalen
V,Vogtlandkreis - Plauen,Sachsen
VB,Vogelsbergkreis / Lauterbach,Hessen
VEC,Vechta,Niedersachsen
VER,Verden/Aller,Niedersachsen
VIE,Viersen,Nordrhein-Westfalen
VK,Völklingen,Saarland
VS,Villingen-Schwenningen,Baden-Württemberg
W,Wuppertal,Nordrhein-Westfalen
WAF,Warendorf,Nordrhein-Westfalen
WAK,Wartburgkreis / Bad Salzungen,Thüringen
WB,Wittenberg,Sachsen-Anhalt
WBS,Worbis,Thüringen
WDA,Werdau,Sachsen
WE,Weimar,Thüringen
WEN,Weiden/Oberpfalz,Bayern
WES,Wesel / Mörs,Nordrhein-Westfalen
WF,Wolfenbüttel,Niedersachsen
WHV,Wilhelmshaven,Niedersachsen
WI,Wiesbaden,Hessen
WIL,Bernkastel-Wittlich/Mosel,Rheinland-Pfalz
WIS,Wismar/Landkreis,Mecklenburg-Vorpommern
WK,Wittstock,Brandenburg
WL,Harburg / Winsen/Luhe,Niedersachsen
WLG,Wolgast/Usedom,Mecklenburg-Vorpommern
WM,Weilheim-Schongau/Oberbayern,Bayern
WMS,Wolmirstedt,Sachsen-Anhalt
WN,Rems-Murr-Kreis / Waiblingen,Baden-Württemberg
WND,St. Wendel,Saarland
WO,Worms,Rheinland-Pfalz
WOB,Wolfsburg,Niedersachsen
WR,Wernigerode,Sachsen-Anhalt
WRN,Waren/Müritz,Mecklenburg-Vorpommern
WSF,Weißenfels,Sachsen-Anhalt
WST,Ammerland / Westerstede,Niedersachsen
WSW,Weißwasser,Sachsen
WT,Waldshut-Tiengen,Baden-Württemberg
WTM,Wittmund,Niedersachsen
WÜ,Würzburg,Bayern
WUG,Weißenburg-Gunzenhausen,Bayern
WUN,Wunsiedel,Bayern
WUR,Wurzen,Sachsen
WW,Westerwald / Montabaur,Rheinland-Pfalz
WZL,Wanzleben,Sachsen-Anhalt
X,Bundeswehr für NATO-Hauptquartiere,BRD
Y,Bundeswehr,BRD
Z,Zwickauer Land,Sachsen
ZE,Zerbst,Sachsen-Anhalt
ZI,Sächsischer Oberlausitzkreis Zittau,Sachsen
ZP,Zschopau,Sachsen
ZR,Zeulenroda,Thüringen
ZS,Zossen,Brandenburg
ZW,Zweibrücken,Rheinland-Pfalz
ZZ,Zeitz,Sachsen-Anhalt
